UniProt Accession	129C:127C	129C:127N	128C:127C	128C:127N
Q99JI6	0.024	-0.021	0.005	-0.0065
P62827	-0.109	-0.152	-0.094	-0.1205
Q9WUA2	-0.078	-0.07	-0.04	-0.0595
Q91V35	0.171	0.156	0.102	0.0955
Q9JHI5	-0.139	-0.1	-0.119	-0.0755
Q91V12-2	0.012	-0.052	-0.052	-0.0625
Q8CH09	-0.166	-0.119	-0.119	-0.1065
Q8R001	-0.154	-0.073	-0.04	0.0095
P27659	-0.055	-0.217	-0.028	-0.1655
Q80U63	-0.001	-0.091	-0.034	-0.1045
O08759	-0.015	-0.089	0.007	-0.0465
Q02819	1.553	1.552	1.482	1.5205
O35295	-0.186	-0.036	-0.12	0.0245
Q99MN1	-0.043	-0.048	-0.044	-0.0135
G3X9H5	-0.042	-0.044	-0.065	-0.0595
Q9CX34	0.027	0.001	0.038	0.0505
Q7TQD7	-0.095	-0.182	-0.045	-0.1345
Q3UEB3-2	-0.076	-0.091	0.01	-0.0235
B1AWN6	0.054	0.11	0.025	0.0955
Q62443	0.728	0.858	0.529	0.6755
Q8CAY6	0.016	0.063	0.08	0.1295
Q7TSJ2	-0.018	0.099	-0.091	0.0725
Q61035	-0.048	0.071	-0.071	0.0645
Q9DBF1-2	-0.049	0.001	-0.018	0.0485
P45952	-0.147	-0.141	-0.084	-0.0815
P29758	-0.081	0.029	-0.005	0.1205
Q9DCL9	0.032	-0.062	0.026	-0.0425
Q8BXK8	-0.145	-0.203	-0.164	-0.2025
P37040	-0.047	-0.021	-0.009	0.0385
P09055	1.8	1.816	1.448	1.5205
Q8BHL5-2	0.086	0.075	0.096	0.0935
Q6PDL0	-0.15	-0.107	-0.083	-0.0465
Q9CWJ9	-0.038	-0.092	0.021	-0.0145
P70193	0.244	0.285	0.172	0.1865
P60335	0.027	0.045	0.031	0.0495
Q05BC3-2	-0.219	-0.155	-0.2	-0.1615
Q99KK7	0.086	0.089	0.119	0.0955
A0A087WP80	1.499	1.593	1.162	1.3365
D3Z041	0.003	-0.085	-0.028	-0.1045
Q8K3H0	0.11	0.101	0.097	0.0795
H3BLH0	-0.095	-0.103	-0.035	-0.0245
Q91VA7	-0.042	0.041	-0.056	0.0655
Q920R0	-0.093	-0.1	-0.072	-0.0575
P67778	0.082	0.175	0.054	0.1555
E9Q2E4	-0.259	-0.122	-0.103	-0.1165
Q91Z67	-0.1	0.042	-0.092	0.0715
P35700	-0.01	0.037	-0.038	0.0465
Q8C050	-0.076	-0.055	0.031	0.0515
P21279	-0.065	-0.036	-0.033	0.0245
Q8BGJ5	0.063	-0.06	0.138	-0.0125
Q7TME0	0.038	0.16	0.034	0.1155
Q60634-2	0.104	0.041	0.036	-0.0225
Q2TPA8	0.005	-0.023	0.023	-0.0005
P19324	0.036	-0.006	0.124	0.0745
Q8K010	-0.063	-0.036	-0.058	-0.0435
P12970	-0.688	-0.653	-0.539	-0.4765
Q9WU78-3	-0.007	0.112	0.014	0.1645
P39688	-0.22	-0.228	-0.213	-0.1925
Q9Z0E0-2	0.074	0.029	-0.051	-0.0875
P57759	2.162	2.291	2.214	2.3275
Q6PB66	0.058	0.168	0.036	0.1485
Q9JMH6	0.013	-0.061	0.062	-0.0195
D3YYT1	-0.188	-0.227	-0.083	-0.1195
P54775	0.095	0.112	0.108	0.1465
O55137	0.053	-0.042	0.145	0.0555
Q9Z1S5	-0.022	0.061	0.007	0.1035
P15209	0.924	0.917	0.739	0.7375
P62196	0.058	0.102	0.077	0.1305
Q68FH0	-0.308	-0.178	-0.302	-0.1345
Q9D819	0.013	0.106	0.107	0.2295
A0A0A6YY83	1.797	1.885	1.578	1.6855
Q9Z1L5	0.661	0.569	0.498	0.4135
P70704	-0.071	-0.078	-0.126	-0.1135
Q61490	1.529	1.586	1.211	1.2385
G3X9J1	0.064	0.132	-0.002	0.1025
Q99N15	0.037	0	0.027	-0.0145
Q8VH51	-0.004	-0.017	0.029	0.0335
Q80Z24	1.834	1.925	1.462	1.5655
Q00560	0.707	0.672	0.566	0.5675
P62334	0.187	0.245	0.156	0.2075
A2APV2-3	-0.157	-0.081	-0.126	-0.0555
P05132	-0.177	-0.178	-0.104	-0.1055
Q60967	-0.107	-0.122	-0.058	-0.0665
Q60668	0.027	0.109	0.023	0.1105
Q9JIF0-2	-0.223	-0.339	-0.157	-0.2915
Q99LC5	-0.018	0.042	-0.03	0.0585
Q7TPM6	0.029	0.009	0.015	0.0075
P29533	1.436	1.495	1.254	1.2835
Q9CZU6	-0.306	-0.223	-0.294	-0.1845
Q920B9	-0.087	-0.142	-0.01	-0.0595
Q8BK64	-0.083	-0.144	-0.062	-0.1175
Q8VEM8	-0.441	-0.381	-0.32	-0.2455
P97351	-0.092	-0.103	-0.015	-0.0255
P13864	-0.104	-0.262	-0.026	-0.1465
Q6PB70	-0.2	0.003	-0.234	-0.0805
Q9D394-4	-0.238	-0.041	-0.185	-0.0005
Q3UHD9	-0.126	-0.183	-0.094	-0.1155
P84084	-0.159	-0.149	-0.184	-0.2055
Q921H8	0.03	0.065	0.041	0.0735
O35857	0.045	0.069	-0.001	0.0455
Q99JR1	0.092	0.069	0.053	0.0325
Q8R3X6	1.21	1.261	0.922	0.9265
Q8CIB5	-0.2	-0.161	-0.152	-0.1135
Q80XI4	-0.047	-0.026	0.02	0.0235
Q8BH66	-0.16	-0.15	-0.163	-0.0925
Q8R570	0.049	-0.01	0.043	0.0005
Q91YR7	-0.27	-0.289	-0.238	-0.2415
Q9Z0N1	-0.227	-0.283	-0.154	-0.1775
O88508	-0.157	-0.165	-0.116	-0.1135
Q99JP6-2	-0.288	-0.127	-0.244	-0.0775
Q8BX70	-0.153	-0.106	-0.132	-0.1535
Q6P6I8	1.661	1.682	1.33	1.3435
Q9D2V7	-0.056	-0.061	-0.07	-0.0285
E9Q4K0	0.02	0.029	-0.025	-0.0015
Q920N7	0.075	0.073	0.009	0.0145
P32921-2	-0.11	-0.179	-0.053	-0.1365
P25444	-0.211	-0.246	-0.122	-0.1795
Q62318	0.22	0.271	0.213	0.2785
Q9R0H0-2	0.044	-0.024	0.02	-0.0265
Q9WV02	-0.645	-0.573	-0.475	-0.3675
Q9QUI0	0.015	0.1	0.015	0.1255
P13020	-0.247	-0.064	-0.248	-0.0565
Q99JI4	-0.154	-0.163	-0.091	-0.1225
Q8BGT8	-0.171	-0.141	-0.174	-0.1485
Q61137	0.999	0.824	0.822	0.6565
Q99JX7	-0.151	-0.173	-0.045	-0.1325
P14231	0.705	0.844	0.518	0.7125
P43006	0.02	0.163	-0.136	0.0205
A0A0R4J140	-0.001	-0.045	-0.015	-0.0505
Q8CBY8-2	-0.037	-0.038	0.049	0.0135
Q8R326	-0.067	0.036	-0.033	0.0805
Q99P47	0.578	0.631	0.463	0.4625
Q6P1F6	-0.049	-0.109	-0.075	-0.1045
Q9D6Z1	0	-0.029	0.035	0.0215
Q9D2G2	0.139	0.168	0.062	0.1115
A0A286YCI8	-0.105	-0.087	-0.071	-0.0255
O88704	-0.076	-0.005	-0.067	-0.0315
P28352	-0.124	-0.218	-0.056	-0.1655
Q6GT24	-0.122	0.136	-0.142	0.1085
Q99PU8-2	-0.01	-0.094	-0.029	-0.0765
P62137	-0.198	-0.281	-0.19	-0.2505
Q8BTI8	-0.656	-0.392	-0.592	-0.3245
P47911	-0.279	-0.338	-0.147	-0.1815
Q8JZN5	-0.067	-0.098	-0.086	-0.0865
Q9CZW4	-0.092	-0.104	-0.116	-0.1225
Q8VEH5	0.043	0.037	0.013	0.0345
P70372	-0.006	-0.015	0.072	0.0525
E9PUH7	-0.36	-0.347	-0.06	-0.1505
P24369	0.036	0.022	0.08	0.1175
A0A0R4J2B2	0.041	0.043	0.014	0.0155
F8VPU2	-0.072	-0.016	-0.087	-0.0245
Q9DB72	0.219	0.167	0.076	0.1045
Q0VEJ0	-0.025	0.023	-0.09	0.0015
Q9EP69	-0.511	-0.352	-0.45	-0.3445
Q8CJG0	-0.27	-0.291	-0.16	-0.2295
P63085	-0.164	-0.078	-0.12	-0.0545
G5E896	0.141	0.077	0.194	0.1415
P53810	-0.104	-0.017	-0.04	0.0675
Q8K183	0.129	0.152	0.109	0.1275
Q9D8W5	0.058	0.019	0.07	-0.0135
A2AKD7	-0.13	-0.111	-0.096	-0.0845
A0A1B0GRV0	-0.043	-0.013	0	0.0285
Q8BNW9	0.07	0.049	0.025	0.0275
A2AWA9	-0.125	-0.097	-0.05	-0.0185
Q3UZR5	0.197	0.151	0.11	0.1075
Q9CVB6	-0.246	-0.288	-0.236	-0.2535
O08917	-0.122	-0.156	-0.167	-0.1665
P0C192	1.467	1.407	1.156	1.2535
Q3U0V1	0.166	0.31	0.065	0.2055
Q62465	0.152	0.153	0.129	0.1345
O08582	0.113	0.015	0.088	-0.0135
P55302	1.82	1.804	1.821	1.8395
P70399	-0.021	-0.078	0.075	0.0215
Q9ES97	0.18	0.242	0.096	0.2015
Q60714	-0.034	-0.031	-0.036	-0.0435
B2RQF5	0.585	0.504	0.438	0.4385
P17742	0.144	0.234	0.111	0.2205
P70404	-0.115	-0.132	-0.124	-0.1505
E9PY16	-0.195	-0.161	-0.129	-0.0745
P59764	-0.294	-0.284	-0.196	-0.2905
G3UWV4	-0.124	-0.114	-0.088	-0.0565
Q61548	0.051	0.177	0	0.1595
Q9CWS0	0.059	0.166	0.099	0.1855
Q3TVK3	-0.016	-0.092	-0.028	-0.1075
Q60864	0.126	0.219	0.095	0.2325
Q6P5F9	0.078	0.054	0.072	0.0605
Q8VHQ9	-0.034	0.015	-0.159	-0.0895
P42208	-0.045	-0.084	-0.017	-0.0475
Q9CYR6	-0.066	-0.129	-0.037	-0.0705
Q8K0D5	-0.133	-0.13	-0.076	-0.0645
Q9JHW2	-0.046	-0.054	0.028	0.0045
P47791-2	-0.145	-0.164	-0.118	-0.1245
Q8CGF6	-0.076	-0.021	-0.026	0.0045
P28828	0.476	0.465	0.388	0.3245
Q80X90	-0.1	-0.069	-0.008	-0.0105
Q9R1V7-2	0.19	0.222	0.156	0.1685
Q9R1T2	-0.069	0.003	-0.041	0.0355
Q9CR68	0.182	0.154	0.074	0.0885
Q9DCT2	0.067	0.132	0.074	0.1445
Q8R127	0.093	0.023	0.07	0.0085
Q9DBE8	-0.057	-0.124	-0.006	-0.1305
P56564	0.701	0.757	0.517	0.6265
Q924B0	-0.001	0.003	0.017	0.0385
P10649	-0.02	0.101	-0.072	0.0785
Q9QUM9	-0.199	-0.178	-0.09	-0.1165
E9QAS7	-0.091	-0.118	-0.108	-0.1365
Q640R3	-0.041	0.103	0.026	0.1255
Q99LR1	0.102	0.118	0.058	0.0495
Q3V3R1	-0.014	0.08	0.03	0.1045
P62082	0.01	-0.081	0.1	0.0335
A0A1L1SUG9	1.059	1.022	0.981	0.9905
Q9D2N4-2	-0.107	-0.035	-0.123	-0.0375
Q9D0L8	-0.084	-0.105	-0.013	-0.0275
A0A1Y7VNZ6	-0.436	-0.394	-0.343	-0.2945
Q9D172	0.036	0.081	-0.001	0.0625
Q9R1L5	-0.103	-0.138	-0.087	-0.0985
P60487	-0.022	0.001	-0.019	-0.0195
P11688	1.577	1.55	1.297	1.3665
Q9CPV4	0.027	0.139	0.017	0.1445
Q8QZS1	0.029	0.093	0.029	0.0665
Q9CYT6	-0.022	0.001	-0.046	-0.0345
Q9CZC8	0.097	0.162	0.06	0.1315
P55264	-0.089	-0.022	-0.007	0.0615
Q8JZM4	1.576	2.124	1.525	2.0545
Q60676	-0.072	0.022	0.026	0.0975
Q3TML0	1.267	1.277	1.283	1.3195
E9Q8I9-2	-0.076	-0.035	-0.067	-0.0555
Q8BVQ5	-0.032	-0.026	-0.047	-0.0335
Q8BLF1	0.156	0.126	0.146	0.1585
Q64012-2	-0.196	-0.163	-0.106	-0.0665
Q91WT9	-0.046	-0.04	-0.031	-0.0295
Q3B7Z2	-0.09	-0.09	-0.038	-0.0515
Q9ERG2	0.01	0.045	0.015	0.0655
P24547	-0.006	-0.055	0.082	0.0095
Q8VCT3	-0.073	-0.159	-0.074	-0.1195
Q8K021	0.126	0.241	0.143	0.2415
Q8BIW1	0.164	0.116	0.115	0.0705
Q9CQQ7	-0.18	-0.121	-0.2	-0.1235
Q9R1P4	-0.095	-0.05	-0.011	0.0485
A0A0R4J083	-0.054	-0.107	-0.067	-0.0765
Q6EDY6	-0.027	-0.008	-0.046	0.0035
H3BKH6	-0.082	-0.193	-0.054	-0.1645
Q9R0Q6	-0.105	-0.171	-0.114	-0.1755
P21447	0.048	-0.006	0.007	-0.0135
Q8BFZ9	0.19	0.059	0.154	0.0555
Q6PDI5	-0.012	0	0.01	0.0345
Q9Z0U1	-0.315	-0.143	-0.23	-0.0495
Q6PB44	-0.026	-0.02	-0.048	-0.0175
Q69Z26	0.985	0.972	0.859	0.8025
Q5DQR4	0.016	-0.026	0.008	-0.0505
G3UYW1	-0.053	-0.12	-0.095	-0.1475
Q8BK67	-0.207	-0.308	-0.123	-0.2065
Q9DCW4	-0.058	0.044	-0.044	0.0535
Q8K1S3	1.052	0.993	0.787	0.7645
Q60875	-0.083	-0.106	-0.052	-0.0215
Q99LE6	-0.111	-0.197	-0.086	-0.1545
Q3U125	0	0.015	-0.034	-0.0095
Q6ZQA6	0.534	0.434	0.432	0.4085
Q9Z1Q2	-0.005	-0.103	-0.083	-0.1565
Q9CQI6	-0.324	-0.177	-0.324	-0.1755
Q91VI7	0.206	0.185	0.11	0.1195
Q7TQI3	0.126	0.13	0.12	0.1565
E9Q9Q6	0.936	0.868	0.703	0.6665
Q8CH18	-0.083	0.026	-0.015	0.0895
E9PXQ7	1.044	1.193	1	1.1325
Q99LX0	-0.02	0.054	-0.011	0.0555
Q9CR62	-0.423	-0.408	-0.423	-0.4195
P70296	0.237	0.325	0.138	0.2175
Q8R0S4	-0.048	0.036	-0.022	0.0185
P53994	-0.024	-0.041	-0.059	-0.0445
Q8R5M8-4	1.975	1.96	1.573	1.5885
Q91VR2	-0.174	-0.154	-0.138	-0.1475
P35585	0.019	-0.005	0.028	-0.0205
Q6P9Q6-2	0.06	0.075	0.048	0.0835
Q3UVL4	0.011	-0.003	0.041	0.0135
P12023	0.993	1.217	0.9	1.0655
Q9CZ42-2	0.09	0.059	0.118	0.0925
F8WHW6	0.038	0.079	0.058	0.1155
A2AQC3	-0.177	-0.166	-0.137	-0.1185
P09405	-0.012	0.064	0.039	0.1335
P28867	-0.178	-0.198	-0.126	-0.1295
Q8BGH2	-0.031	-0.067	-0.058	-0.1065
Q80TE4	0.002	-0.073	0.002	-0.1015
Q9DC61	-0.04	0.006	-0.005	0.0925
Q9ER72	-0.031	-0.024	-0.004	0.0035
P97447	-0.196	-0.225	-0.16	-0.1965
Q8BM92	1.656	1.559	1.402	1.3455
Q925N0	-0.172	-0.164	-0.225	-0.1765
Q7TNC4	-0.923	-0.436	-0.992	-0.4865
P99029	0.047	0.197	-0.008	0.1485
Q3V2R3	-0.18	-0.131	-0.133	-0.0535
Q8QZY1	-0.163	-0.24	-0.168	-0.2335
A2A9Q2	0.055	-0.024	0.048	-0.0035
Q3UYC0	0.023	0.026	0.032	0.0825
Q9CXY6	0.162	0.162	0.148	0.1745
D3Z0M9	-0.168	-0.217	-0.109	-0.1245
P57776-3	0.072	0.192	0.108	0.2005
Q8R357	1.318	1.382	1.069	1.1385
Q8BH95	-0.034	-0.013	-0.064	-0.0465
Q810A7	-0.066	-0.037	0.03	0.0735
Q8CC88	-0.09	-0.069	-0.112	-0.0885
Q3UHD6	-0.146	-0.176	-0.094	-0.1135
A0A2C9F2C1	-0.074	0.015	-0.059	0.0005
Q8R464	1.158	1.26	0.889	0.9485
Q8C754	0.065	0.024	0.033	0.0095
Q99L04	-0.224	-0.176	-0.18	-0.1385
Q9D6M3	-0.137	-0.127	-0.146	-0.1185
Q9WV55	0.145	0.278	0.164	0.2785
Q9WTX6	-0.173	-0.199	-0.118	-0.1565
Q9DBG6	0.062	0.018	0.066	0.0415
Q99KC8	0.074	0.017	0.024	-0.0275
P49442	0.028	-0.008	-0.001	-0.0245
Q9D7B6	-0.097	-0.116	-0.123	-0.1325
Q91WG7	0.202	0.187	0.14	0.1815
Q9ESZ8	0.104	0.215	0.184	0.2185
Q8C0C7	-0.036	-0.027	0.025	0.0415
Q6ZWV3	-0.317	-0.346	-0.275	-0.2795
P13707	0.066	0.255	-0.033	0.1505
B1AQZ2	-0.035	-0.021	0.005	0.0295
B2RPU2	0.034	0.013	0.004	-0.0225
Q91WK2	-0.03	-0.14	-0.084	-0.1725
Q8CBB7	-0.157	-0.232	-0.199	-0.2185
Q9R0P9	0.043	0.205	-0.031	0.1565
Q8BMP6	-0.086	-0.017	-0.035	0.0255
Q3THS6	0.052	0.072	0.09	0.0875
B1AXV0	0.657	0.691	0.425	0.5065
Q9QYG0	0.192	0.34	-0.096	0.0905
Q9Z0H4-6	-0.051	-0.105	-0.001	-0.0375
Q9WTM5	-0.007	-0.001	0.048	0.0685
Q8BR86	0.534	0.521	0.382	0.3675
Q60749	-0.209	-0.042	-0.083	0.0615
Q8HW98	1.63	1.715	1.39	1.5015
P55096	-0.189	-0.243	-0.175	-0.2205
Q80ZX0	0.044	-0.067	-0.028	-0.1255
P31938	-0.12	0.026	-0.049	0.0555
Q99PT1	0.113	0.107	0.1	0.1575
Q6NVE8	0.166	0.172	0.101	0.1195
Q0QWG9	0.182	0.185	0.07	0.1265
A2ASZ8-5	-0.096	-0.084	-0.187	-0.1455
Q6ZWN5	-0.289	-0.415	-0.269	-0.3455
O88741	-0.221	-0.166	-0.172	-0.1595
P45376	-0.431	-0.353	-0.316	-0.2205
S4R1M2	-0.117	0.017	-0.088	0.0835
Q922Q1	-0.22	-0.28	-0.229	-0.2745
Q922E4	-0.332	-0.241	-0.336	-0.2185
G3UWG2	0.071	0.027	0.042	0.0335
P61264	0.014	0.154	-0.017	0.0965
Q8R071	-0.103	-0.076	-0.082	-0.0565
P59644	-0.043	-0.032	-0.086	-0.0425
Q61102	-0.083	-0.125	-0.091	-0.1025
Q8C878	0.117	0.046	0.116	0.0485
Q61171	0.021	0.035	0.022	0.0595
Q9JKF6	1.529	1.53	1.253	1.2695
Q9R0X4	-0.141	-0.124	-0.06	-0.0975
Q7TQG7	0.212	0.212	0.135	0.1555
P60122	0.103	0.169	0.114	0.1755
Q9QYB1	0.049	0.009	0.053	0.0065
Q3UMR5	-0.048	-0.105	-0.032	-0.0805
P32883-2	0.028	0.041	0.052	0.0515
O55234	-0.428	-0.419	-0.405	-0.3835
Q6PFD9	-0.12	-0.116	-0.032	-0.0345
Q8R016	-0.092	-0.064	-0.063	-0.0035
Q80XK6	-0.199	-0.009	-0.138	0.0025
Q9CSH3	-0.021	-0.137	0.008	-0.1225
H9KV00	-0.634	-0.428	-0.443	-0.2635
Q9Z1G3	0.129	0.09	0.004	0.0075
E9PZ19	0.652	0.605	0.499	0.4955
Q9JLB9	2.356	2.491	2.053	2.2715
Q9DCN2	-0.137	-0.162	-0.114	-0.1065
Q922P8	0.331	0.35	0.275	0.2725
O35382	-0.164	-0.113	-0.097	-0.0485
P36916	-0.052	0.004	-0.007	-0.0085
Q9D6R2	0.026	0.184	-0.076	0.0935
Q8CBE3	-0.028	-0.026	-0.013	-0.0495
Q8BG39	0.039	0.104	-0.02	0.0475
Q91YW3	-0.022	-0.019	0.058	0.0945
Q8R146	-0.034	-0.03	-0.019	-0.0025
H3BK65	0.246	0.295	0.162	0.2005
P55288	1.51	1.581	1.319	1.4205
Q8CDN6	0.253	0.247	0.213	0.2215
A0A0N4SW73	0.111	0.074	0.125	0.0335
Q9EQQ9-3	0.01	0.025	0.105	0.1095
P62962	0.067	-0.012	0.074	0.0095
Q8BJS4	0.072	-0.031	0.075	0.0075
P43247	-0.039	-0.076	0.08	-0.0115
Q5SYD0	-0.208	-0.223	-0.258	-0.2675
A0A1L1SQ41	-0.31	-0.246	-0.179	-0.1075
P48758	-0.012	0.075	0.003	0.1115
Q6ZQ82	0.094	0.112	0.021	0.0505
B9EJ86	-0.016	-0.107	-0.01	-0.1045
Q91YZ2	0.053	0.033	0.062	0.0245
P18242	0.281	0.276	0.226	0.2745
Q8C078-5	0.073	0.113	0.051	0.1245
Q5F4S9	-0.058	-0.038	-0.12	-0.0825
Q9ESX5	0.016	-0.112	0.004	-0.0945
Q08331	0.33	0.391	0.169	0.2265
Q69ZX8	-0.295	-0.333	-0.252	-0.2365
Q05816	-0.042	0.069	-0.07	0.0585
Q9DBL1	-0.021	-0.064	0.006	-0.0275
A2AEE7	0.829	0.791	0.627	0.6245
Q61550	0.009	0.093	0.002	-0.0205
Q3UL36	-0.738	-0.61	-0.708	-0.5665
Q63959	0.211	0.16	0.118	0.1035
P35550	-0.205	-0.226	-0.087	-0.0695
Q8B0	-0.239	-0.263	-0.252	-0.2115
E9QM77	-0.34	-0.228	-0.254	-0.1225
P63242	0.33	0.279	0.252	0.2085
P46664	0.138	0.091	0.114	0.0925
Q9Z2V5	-0.083	-0.199	-0.037	-0.2085
Q8CH72	0.058	0.049	0.05	0.0785
P70408	1.745	1.689	1.463	1.5155
P04370-4	-0.162	0.025	-0.209	0.0035
Q9CXW3	0.045	0.031	0.111	0.1055
Q9D4H8	-0.35	-0.358	-0.257	-0.2595
P62806	-0.532	-0.33	-0.334	-0.1125
P97927	0.208	0.243	0.108	0.1595
Q9JJ28	0.02	-0.006	0.041	-0.0345
Q08509	-0.054	0.008	-0.02	0.0305
Q99KE1	0.119	0.05	0.088	0.0175
P97300	0.536	0.805	0.346	0.5815
P55066	0.292	0.366	0.236	0.3525
Q61081	0.115	0.128	0.161	0.2115
Q99JP7	0.833	0.815	0.656	0.7795
Q8BY87-2	0.168	0.111	0.158	0.1075
A0A1B0GR78	1.108	1.187	1.052	1.1145
Q9EPU4	-0.037	-0.067	-0.031	-0.0485
Q922U1	-0.046	-0.057	-0.011	-0.0425
Q8CI75-2	-0.202	-0.165	-0.085	-0.0775
Q6NZL0	-0.145	0.079	-0.094	0.1345
Q8BIZ1	-0.159	-0.1	-0.122	-0.0715
Q8BW75	-0.405	-0.315	-0.369	-0.2845
Q9Z0V2	0.035	0.007	-0.012	-0.0295
A8Y5P4	-0.088	0.052	-0.06	0.0625
Q80WG5	0.386	0.289	0.205	0.1695
Q0VGY8	-0.125	-0.133	-0.106	-0.1175
Q07417	-0.036	-0.136	-0.04	-0.1315
P62754	-0.051	-0.15	0.032	-0.0795
Q6GQU6	0.452	0.415	0.405	0.3505
Q6NSW3-3	0.09	0.156	0.021	0.1505
P48318	-0.154	-0.104	-0.136	-0.1165
P60469	0.073	0.242	0.049	0.1985
O88738	0.016	-0.027	0.092	-0.0075
Q9ERK4	-0.049	-0.046	-0.068	-0.0245
Q80WM4	-0.148	0	-0.223	-0.0235
Q8BGC0	-0.078	0.025	-0.019	0.0735
Q9Z2U0	-0.071	-0.083	-0.019	-0.0065
Q61739	0.295	0.352	0.269	0.3345
Q8R307	-0.41	-0.313	-0.469	-0.2935
Q9DBR1	-0.177	-0.202	-0.06	-0.1195
P60670	-0.018	0.047	0.029	0.0595
P35278	-0.004	-0.057	-0.007	-0.0385
Q99JF5	0.123	0.085	0.131	0.0955
Q924M7	0.184	0.104	0.108	0.0785
Q62376	-0.193	-0.073	-0.124	-0.0105
Q9CXS4	-0.065	-0.121	-0.126	-0.1405
P63034	0.122	0.071	0.082	0.0105
Q8CIN4	-0.107	0.017	0.026	0.1205
P49722	0.128	0.072	0.154	0.1215
Q544X6	-0.01	-0.006	-0.065	-0.0295
Q8CFQ3	0.026	-0.005	0.095	0.0135
Q91YR1	-0.013	-0.07	-0.001	-0.0335
Q8BVI4	0.042	0.043	0.011	0.0375
Q7TNM2	-0.084	-0.042	-0.086	-0.1625
Q60854	0.037	-0.042	-0.029	-0.0835
Q8CDA1	-0.117	-0.15	-0.191	-0.1455
D3YZ21	0.708	0.71	0.493	0.5505
Q8BMA6	-0.003	-0.047	0.042	-0.0045
E9Q9C3	-0.132	0.008	-0.031	0.0685
Q9R1Q8	-0.012	0.191	-0.06	0.1585
B9EHJ3	-0.245	0.024	-0.063	0.1025
Q810B6	0.072	-0.022	0.038	-0.0565
P59016	-0.013	-0.001	0.025	0.0075
Q9D1E6	-0.227	-0.157	-0.08	-0.0495
H3BIW6	0.048	0.032	-0.013	0.0035
P62242	-0.217	-0.336	-0.121	-0.2245
Q8BRF7	-0.01	0.067	0.026	0.0925
Q61937	0.17	0.171	0.175	0.0795
Q99P88	0.056	-0.063	0.043	-0.0735
Q60737	-0.108	-0.082	-0.051	-0.0045
Q921M7	0.043	0.043	0.026	0.0435
Q9D2R0	-0.048	-0.111	-0.025	-0.0845
P19253	-0.269	-0.242	-0.109	-0.1295
Q64516	0.001	0.016	-0.027	-0.0165
A3KG93	0.108	-0.032	0.077	0.0065
Q8R1Q8	-0.016	0.096	0.001	0.1465
P00920	0.078	0.11	-0.051	0.0325
Q04690	-0.119	-0.112	-0.149	-0.1145
B2RY56	-0.377	-0.086	-0.201	0.0215
Q3UY21	-0.165	-0.017	-0.281	-0.1625
Q99L45	-0.009	0.053	0.089	0.1615
Q791V5	0.009	-0.149	-0.008	-0.1625
Q8C167-2	-0.002	0.031	-0.002	0.0455
O08795-2	1.276	1.387	1.334	1.4525
Q922V4	-0.254	-0.248	-0.165	-0.1605
Q8JZQ2	-0.194	-0.013	-0.135	0.0145
A2AI	-0.222	-0.098	-0.156	-0.0605
Q8BWG8	-0.162	-0.083	-0.129	-0.0565
Q5XJF6	-0.114	-0.145	0.012	-0.0075
P35505	0.169	0.104	0.075	0.0415
Q8K411	-0.185	-0.077	-0.128	-0.0295
Q3UZV7	0.305	0.633	0.299	0.6185
Q8BU33	0.061	-0.026	-0.01	-0.1075
B2RRI2	0.009	-0.126	-0.022	-0.0765
Q9CZ30	-0.081	0.01	-0.055	0.0675
Q61024	-0.218	-0.382	-0.184	-0.2825
O54824	-0.07	-0.03	0.006	0.0045
E9QKE4	-0.176	-0.143	-0.146	-0.1285
P26369	-0.027	-0.038	-0.024	-0.0365
P35293	-0.056	-0.115	-0.045	-0.1065
Q9QZD9	-0.388	-0.342	-0.28	-0.2325
Q8BZH4	-0.092	-0.088	-0.034	-0.0645
Q8C5H8	-0.059	-0.125	-0.098	-0.1765
O35465-2	0.15	0.197	0.114	0.1845
E9QK48	-0.063	-0.057	-0.098	-0.0745
Q8BJW6	-0.225	-0.255	-0.149	-0.1575
Q9R1P0	-0.267	-0.257	-0.258	-0.2335
Q8BHL3	0.029	0.067	0.028	0.0845
Q9WUK6	0.101	0.145	0.148	0.2205
Q5H8C4	-0.026	-0.116	-0.005	-0.0905
Q8VHK9	0.065	-0.059	0.047	-0.0775
Q8R4N0	0.066	0.036	0.035	0.0145
Q99K28-2	-0.037	-0.036	0.015	-0.0005
Q9D1Q6	0.798	0.792	0.807	0.8835
Q9D1P4	-0.094	-0.115	-0.042	-0.0505
G3UXW9	-0.446	-0.317	-0.344	-0.1485
Q8R5H1	0.004	0.01	0.001	0.0365
Q61771	-0.334	-0.236	-0.224	-0.1495
Q811P8	0.035	-0.025	-0.017	-0.0345
O08747-2	0.712	0.693	0.654	0.6905
G3X972	-0.053	-0.082	-0.04	-0.0525
P51880	-0.006	-0.081	0.019	-0.0345
Q9JHK4	0.183	0.131	0.116	0.0165
P16305	-0.033	-0.044	-0.039	-0.0385
Q5SSL4	-0.035	-0.081	-0.054	-0.0815
O88543	-0.013	0.027	0.006	0.0425
Q3U3J1	0.043	0.064	0.056	0.0805
Q6PGF7	0.121	0.173	0.124	0.1435
Q9CQA3	-0.121	0.041	-0.181	-0.0045
O55125	-0.174	-0.116	-0.124	-0.0955
A2ACM0	-0.044	-0.118	-0.079	-0.1385
